#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-06-13T18:38:51 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62a783cd26d7c	
#INFO	-out.max=9999	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=9999
#-out.all=2
#-order=I
#-nav=cat:J/MNRAS/403/1413&tab:{J/MNRAS/403/1413/tablea1}&key:source=J/MNRAS/403/1413/tablea1&HTTPPRM:&&-ref=VIZ62a783cd26d7c&-out.max=1000&-out.form=ascii table&-out.all=2&-order=I&-oc.form=sexa&-out.src=J/MNRAS/403/1413/tablea1&-out=M0&-out=Z0&-out=Pulse&-out=Mcore&-out=Mcsh&-out=tcsh&-out=Ddredge&-out=lam&-out=lam.dup&-out=T(He-sh)&-out=Tbce&-out=T(H-sh)&-out=iPulse&-out=Mtot&-out=Lmax&-out=LHe.max&-out=Rmax&-out=Mbol&-out=Teff&-out=Yields&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/MNRAS/403/1413/tablea1
#-source=J/MNRAS/403/1413/tablea1
#-out=M0
#-out=Z0
#-out=Pulse
#-out=Mcore
#-out=Mcsh
#-out=tcsh
#-out=Ddredge
#-out=lam
#-out=lam.dup
#-out=T(He-sh)
#-out=Tbce
#-out=T(H-sh)
#-out=iPulse
#-out=Mtot
#-out=Lmax
#-out=LHe.max
#-out=Rmax
#-out=Mbol
#-out=Teff
#-out=Yields
#

#RESOURCE=yCat_74031413
#Name: J/MNRAS/403/1413
#Title: Updated stellar yields from AGB models (Karakas, 2010)
#Table	J_MNRAS_403_1413_tablea1:
#Name: J/MNRAS/403/1413/tablea1
#Title: Structural information from the new AGB models
#Column	M0	(F5.2)	[1/6] Initial mass	[ucd=phys.mass]
#Column	Z0	(F7.4)	Initial metallicity (0.0200, 0.0080, 0.0040, 0.0001)	[ucd=phys.abund.Z]
#Column	Pulse	(I4)	Pulse number	[ucd=meta.id]
#Column	Mcore	(F5.3)	Core mass	[ucd=phys.mass]
#Column	Mcsh	(E9.2)	Maximum mass of the intershell convection zone	[ucd=phys.mass]
#Column	tcsh	(F6.1)	Duration of intershell convection	[ucd=time.interval]
#Column	Ddredge	(E9.2)	Mass dredged into the envelope	[ucd=phys.mass]
#Column	lam	(E9.2)	Extent of the partial mixing zone, lambda	[ucd=stat.fit.param]
#Column	lam.dup	(D13.6)	{lambda}_dup_ defined by Goriely & Mowlavi (2000A&A...362..599G) (1)	[ucd=stat.fit.param]
#Column	T(He-sh)	(E9.2)	Maximum temperature in the He-shell	[ucd=phys.temperature]
#Column	Tbce	(E9.2)	Maximum temperature at the base of the convective envelope during the previous interpulse period	[ucd=phys.temperature]
#Column	T(H-sh)	(E9.2)	Maximum temperature in the H-shell during the previous interpulse period	[ucd=phys.temperature]
#Column	iPulse	(E9.2)	Interpulse period (note that the first entry is set to zero)	[ucd=time.period]
#Column	Mtot	(F5.3)	Total mass	[ucd=phys.mass]
#Column	Lmax	(E9.2)	Maximum radiated luminosity during the previous interpulse period	[ucd=phys.luminosity]
#Column	LHe.max	(E9.2)	Maximum He-luminosity during a thermal pulse	[ucd=phys.luminosity]
#Column	Rmax	(E9.2)	Maximum stellar radius during the previous interpulse period	[ucd=phys.size.radius;stat.max]
#Column	Mbol	(F6.2)	Bolometric magnitude	[ucd=phys.magAbs.bol]
#Column	Teff	(F5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	Yields	(a6)	Yields for the various elements	[ucd=meta.ref.url]
M0	Z0	Pulse	Mcore	Mcsh	tcsh	Ddredge	lam	lam.dup	T(He-sh)	Tbce	T(H-sh)	iPulse	Mtot	Lmax	LHe.max	Rmax	Mbol	Teff	Yields
 6.00	 0.0001	  11	0.995	 1.39e-03	   8.6	 5.53e-04	 6.29e-01	 3.981128e-01	 3.02e+08	 1.03e+08	 1.11e+08	 2.06e+03	5.965	 4.12e+04	 3.06e+06	 3.59e+02	 -6.82	 4427	Yields
 6.00	 0.0001	  12	0.995	 1.40e-03	   8.4	 7.20e-04	 7.74e-01	 5.123917e-01	 3.06e+08	 1.04e+08	 1.11e+08	 2.14e+03	5.963	 4.40e+04	 3.99e+06	 3.75e+02	 -6.89	 4403	Yields
 6.00	 0.0001	  13	0.996	 1.42e-03	   8.3	 8.16e-04	 8.73e-01	 5.757627e-01	 3.10e+08	 1.04e+08	 1.10e+08	 2.12e+03	5.960	 4.65e+04	 4.91e+06	 3.88e+02	 -6.95	 4378	Yields
 6.00	 0.0001	  14	0.996	 1.43e-03	   7.6	 7.85e-04	 7.60e-01	 5.468140e-01	 3.14e+08	 1.05e+08	 1.10e+08	 2.30e+03	5.956	 4.96e+04	 6.49e+06	 4.04e+02	 -7.02	 4363	Yields
 6.00	 0.0001	  15	0.996	 1.45e-03	   7.8	 9.40e-04	 8.78e-01	 6.468369e-01	 3.18e+08	 1.05e+08	 1.10e+08	 2.35e+03	5.952	 5.23e+04	 8.23e+06	 4.18e+02	 -7.08	 4352	Yields
 6.00	 0.0001	  16	0.996	 1.47e-03	   7.6	 9.73e-04	 8.74e-01	 6.634279e-01	 3.22e+08	 1.05e+08	 1.10e+08	 2.42e+03	5.946	 5.46e+04	 1.01e+07	 4.30e+02	 -7.12	 4334	Yields
 6.00	 0.0001	  17	0.996	 1.48e-03	   7.5	 1.00e-03	 8.76e-01	 6.763176e-01	 3.25e+08	 1.05e+08	 1.10e+08	 2.46e+03	5.940	 5.64e+04	 1.20e+07	 4.39e+02	 -7.16	 4321	Yields
 6.00	 0.0001	  18	0.997	 1.49e-03	   7.3	 9.57e-04	 8.20e-01	 6.439625e-01	 3.28e+08	 1.05e+08	 1.09e+08	 2.50e+03	5.932	 5.82e+04	 1.40e+07	 4.48e+02	 -7.19	 4310	Yields
 6.00	 0.0001	  19	0.997	 1.50e-03	   7.4	 1.01e-03	 8.03e-01	 6.713031e-01	 3.31e+08	 1.05e+08	 1.09e+08	 2.65e+03	5.924	 6.07e+04	 1.69e+07	 4.61e+02	 -7.24	 4307	Yields
 6.00	 0.0001	  20	0.997	 1.51e-03	   2.2	 1.10e-03	 8.59e-01	 7.274919e-01	 3.31e+08	 1.05e+08	 1.09e+08	 2.68e+03	5.914	 6.22e+04	 1.96e+07	 4.68e+02	 -7.26	 4298	Yields
 6.00	 0.0001	  21	0.997	 1.51e-03	   6.6	 1.10e-03	 8.79e-01	 7.244954e-01	 3.35e+08	 1.05e+08	 1.09e+08	 2.61e+03	5.904	 6.29e+04	 2.11e+07	 4.72e+02	 -7.28	 4284	Yields
 6.00	 0.0001	  22	0.997	 1.52e-03	   6.6	 1.16e-03	 9.30e-01	 7.629153e-01	 3.37e+08	 1.05e+08	 1.09e+08	 2.60e+03	5.893	 6.41e+04	 2.34e+07	 4.78e+02	 -7.30	 4278	Yields
 6.00	 0.0001	  23	0.997	 1.54e-03	   7.1	 1.02e-03	 7.74e-01	 6.602449e-01	 3.39e+08	 1.05e+08	 1.09e+08	 2.71e+03	5.880	 6.58e+04	 2.73e+07	 4.86e+02	 -7.33	 4274	Yields
 6.00	 0.0001	  24	0.997	 1.55e-03	   7.5	 1.05e-03	 7.82e-01	 6.748759e-01	 3.41e+08	 1.05e+08	 1.08e+08	 2.75e+03	5.867	 6.71e+04	 3.08e+07	 4.92e+02	 -7.35	 4272	Yields
 6.00	 0.0001	  25	0.998	 1.55e-03	   7.0	 9.81e-04	 7.26e-01	 6.310482e-01	 3.43e+08	 1.05e+08	 1.08e+08	 2.77e+03	5.852	 6.80e+04	 3.37e+07	 4.96e+02	 -7.36	 4266	Yields
 6.00	 0.0001	  26	0.998	 1.56e-03	   6.9	 1.09e-03	 7.97e-01	 6.986248e-01	 3.44e+08	 1.05e+08	 1.08e+08	 2.78e+03	5.837	 6.90e+04	 3.61e+07	 5.01e+02	 -7.38	 4261	Yields
 6.00	 0.0001	  27	0.998	 1.56e-03	   7.3	 1.05e-03	 7.69e-01	 6.721337e-01	 3.46e+08	 1.04e+08	 1.08e+08	 2.77e+03	5.820	 6.98e+04	 3.86e+07	 5.05e+02	 -7.39	 4256	Yields
 6.00	 0.0001	  28	0.998	 1.54e-03	   7.8	 1.24e-03	 8.95e-01	 8.025908e-01	 3.45e+08	 1.04e+08	 1.08e+08	 2.80e+03	5.802	 7.05e+04	 3.91e+07	 5.09e+02	 -7.40	 4251	Yields
 6.00	 0.0001	  29	0.998	 1.55e-03	   7.5	 1.10e-03	 8.04e-01	 7.106254e-01	 3.48e+08	 1.04e+08	 1.08e+08	 2.77e+03	5.784	 7.10e+04	 4.21e+07	 5.11e+02	 -7.41	 4246	Yields
 6.00	 0.0001	  30	0.998	 1.55e-03	   7.5	 1.28e-03	 9.18e-01	 8.222324e-01	 3.49e+08	 1.04e+08	 1.07e+08	 2.80e+03	5.765	 7.17e+04	 4.40e+07	 5.15e+02	 -7.42	 4244	Yields
 6.00	 0.0001	  31	0.998	 1.54e-03	   7.9	 1.12e-03	 7.97e-01	 7.277894e-01	 3.48e+08	 1.04e+08	 1.07e+08	 2.82e+03	5.744	 7.24e+04	 4.52e+07	 5.19e+02	 -7.43	 4241	Yields
 6.00	 0.0001	  32	0.999	 1.55e-03	   7.6	 1.21e-03	 8.80e-01	 7.815384e-01	 3.50e+08	 1.04e+08	 1.07e+08	 2.76e+03	5.723	 7.27e+04	 4.70e+07	 5.21e+02	 -7.43	 4236	Yields
 6.00	 0.0001	  33	0.999	 1.54e-03	   6.6	 1.08e-03	 8.10e-01	 6.990877e-01	 3.50e+08	 1.04e+08	 1.07e+08	 2.67e+03	5.702	 7.29e+04	 4.62e+07	 5.22e+02	 -7.44	 4231	Yields
 6.00	 0.0001	  34	0.999	 1.54e-03	   6.9	 1.20e-03	 9.06e-01	 7.800688e-01	 3.51e+08	 1.03e+08	 1.07e+08	 2.65e+03	5.680	 7.33e+04	 4.79e+07	 5.24e+02	 -7.44	 4229	Yields
 6.00	 0.0001	  35	0.999	 1.55e-03	   7.2	 1.08e-03	 8.08e-01	 6.944370e-01	 3.52e+08	 1.03e+08	 1.07e+08	 2.66e+03	5.658	 7.37e+04	 5.13e+07	 5.26e+02	 -7.45	 4225	Yields
 6.00	 0.0001	  36	0.999	 1.56e-03	   7.0	 1.16e-03	 8.52e-01	 7.407464e-01	 3.53e+08	 1.03e+08	 1.06e+08	 2.70e+03	5.634	 7.41e+04	 5.47e+07	 5.29e+02	 -7.45	 4224	Yields
 6.00	 0.0001	  37	0.999	 1.58e-03	   6.3	 1.25e-03	 9.10e-01	 7.922353e-01	 3.55e+08	 1.03e+08	 1.06e+08	 2.72e+03	5.609	 7.45e+04	 6.01e+07	 5.31e+02	 -7.46	 4223	Yields
 6.00	 0.0001	  38	0.999	 1.58e-03	   6.7	 1.26e-03	 9.14e-01	 7.977955e-01	 3.56e+08	 1.03e+08	 1.06e+08	 2.73e+03	5.583	 7.50e+04	 6.31e+07	 5.33e+02	 -7.47	 4220	Yields
 6.00	 0.0001	  39	0.999	 1.59e-03	   6.4	 1.20e-03	 8.57e-01	 7.526249e-01	 3.57e+08	 1.03e+08	 1.06e+08	 2.75e+03	5.557	 7.52e+04	 6.65e+07	 5.35e+02	 -7.47	 4217	Yields
 6.00	 0.0001	  40	1.000	 1.60e-03	   7.0	 1.20e-03	 8.47e-01	 7.495237e-01	 3.58e+08	 1.03e+08	 1.06e+08	 2.77e+03	5.529	 7.56e+04	 7.01e+07	 5.37e+02	 -7.48	 4216	Yields
 6.00	 0.0001	  41	1.000	 1.60e-03	   6.8	 1.19e-03	 8.43e-01	 7.461478e-01	 3.61e+08	 1.03e+08	 1.06e+08	 2.77e+03	5.500	 7.57e+04	 7.35e+07	 5.39e+02	 -7.48	 4213	Yields
 6.00	 0.0001	  42	1.000	 1.59e-03	   6.9	 1.17e-03	 8.28e-01	 7.372006e-01	 3.58e+08	 1.02e+08	 1.06e+08	 2.77e+03	5.470	 7.60e+04	 7.30e+07	 5.40e+02	 -7.48	 4209	Yields
 6.00	 0.0001	  43	1.000	 1.60e-03	   7.2	 1.29e-03	 9.13e-01	 8.108875e-01	 3.60e+08	 1.02e+08	 1.05e+08	 2.77e+03	5.439	 7.63e+04	 7.61e+07	 5.42e+02	 -7.49	 4208	Yields
 6.00	 0.0001	  44	1.000	 1.60e-03	   7.0	 1.21e-03	 8.50e-01	 7.551895e-01	 3.60e+08	 1.02e+08	 1.05e+08	 2.77e+03	5.408	 7.64e+04	 7.86e+07	 5.43e+02	 -7.49	 4206	Yields
 6.00	 0.0001	  45	1.000	 1.60e-03	   7.1	 1.30e-03	 9.11e-01	 8.122745e-01	 3.61e+08	 1.02e+08	 1.05e+08	 2.77e+03	5.375	 7.65e+04	 8.14e+07	 5.44e+02	 -7.49	 4204	Yields
 6.00	 0.0001	  46	1.000	 1.59e-03	   7.2	 1.30e-03	 9.11e-01	 8.136353e-01	 3.62e+08	 1.02e+08	 1.05e+08	 2.76e+03	5.342	 7.66e+04	 8.16e+07	 5.46e+02	 -7.49	 4200	Yields
 6.00	 0.0001	  47	1.001	 1.58e-03	   7.4	 1.22e-03	 8.59e-01	 7.726605e-01	 3.59e+08	 1.02e+08	 1.05e+08	 2.75e+03	5.308	 7.68e+04	 7.86e+07	 5.47e+02	 -7.49	 4197	Yields
 6.00	 0.0001	  48	1.001	 1.58e-03	   6.5	 1.28e-03	 9.11e-01	 8.121006e-01	 3.61e+08	 1.02e+08	 1.05e+08	 2.71e+03	5.274	 7.67e+04	 7.83e+07	 5.47e+02	 -7.49	 4195	Yields
 6.00	 0.0001	  49	1.001	 1.58e-03	   7.1	 1.29e-03	 9.15e-01	 8.128647e-01	 3.62e+08	 1.02e+08	 1.05e+08	 2.71e+03	5.238	 7.67e+04	 8.18e+07	 5.48e+02	 -7.49	 4194	Yields
 6.00	 0.0001	  50	1.001	 1.59e-03	   6.2	 1.18e-03	 8.38e-01	 7.471995e-01	 3.62e+08	 1.01e+08	 1.04e+08	 2.72e+03	5.202	 7.68e+04	 8.41e+07	 5.49e+02	 -7.49	 4191	Yields
 6.00	 0.0001	  51	1.001	 1.59e-03	   6.8	 1.30e-03	 9.17e-01	 8.176204e-01	 3.63e+08	 1.01e+08	 1.04e+08	 2.72e+03	5.165	 7.68e+04	 8.77e+07	 5.50e+02	 -7.49	 4189	Yields
 6.00	 0.0001	  52	1.001	 1.59e-03	   7.0	 1.20e-03	 8.38e-01	 7.508886e-01	 3.63e+08	 1.01e+08	 1.04e+08	 2.73e+03	5.127	 7.68e+04	 8.97e+07	 5.50e+02	 -7.49	 4187	Yields
 6.00	 0.0001	  53	1.001	 1.59e-03	   6.5	 1.31e-03	 9.11e-01	 8.202751e-01	 3.63e+08	 1.01e+08	 1.04e+08	 2.74e+03	5.088	 7.67e+04	 9.20e+07	 5.51e+02	 -7.49	 4184	Yields
 6.00	 0.0001	  54	1.001	 1.59e-03	   7.2	 1.30e-03	 9.09e-01	 8.178916e-01	 3.63e+08	 1.01e+08	 1.04e+08	 2.72e+03	5.048	 7.66e+04	 9.09e+07	 5.52e+02	 -7.49	 4180	Yields
 6.00	 0.0001	  55	1.002	 1.59e-03	   7.1	 1.31e-03	 9.19e-01	 8.222072e-01	 3.64e+08	 1.01e+08	 1.04e+08	 2.71e+03	5.007	 7.66e+04	 9.33e+07	 5.52e+02	 -7.49	 4179	Yields
 6.00	 0.0001	  56	1.002	 1.58e-03	   7.1	 1.30e-03	 9.07e-01	 8.200512e-01	 3.65e+08	 1.01e+08	 1.04e+08	 2.72e+03	4.966	 7.65e+04	 9.31e+07	 5.53e+02	 -7.49	 4177	Yields
 6.00	 0.0001	  57	1.002	 1.57e-03	   6.9	 1.20e-03	 8.42e-01	 7.605218e-01	 3.62e+08	 1.00e+08	 1.04e+08	 2.69e+03	4.924	 7.64e+04	 8.97e+07	 5.53e+02	 -7.49	 4172	Yields
 6.00	 0.0001	  58	1.002	 1.58e-03	   7.2	 1.29e-03	 9.12e-01	 8.183330e-01	 3.64e+08	 1.00e+08	 1.03e+08	 2.68e+03	4.881	 7.62e+04	 9.27e+07	 5.53e+02	 -7.49	 4172	Yields
 6.00	 0.0001	  59	1.002	 1.58e-03	   7.3	 1.30e-03	 9.15e-01	 8.191473e-01	 3.65e+08	 1.00e+08	 1.03e+08	 2.68e+03	4.837	 7.61e+04	 9.53e+07	 5.53e+02	 -7.48	 4170	Yields
 6.00	 0.0001	  60	1.002	 1.58e-03	   7.1	 1.23e-03	 8.66e-01	 7.755117e-01	 3.65e+08	 1.00e+08	 1.03e+08	 2.68e+03	4.793	 7.59e+04	 9.73e+07	 5.54e+02	 -7.48	 4167	Yields
 6.00	 0.0001	  61	1.002	 1.59e-03	   6.5	 1.31e-03	 9.19e-01	 8.259761e-01	 3.66e+08	 9.99e+07	 1.03e+08	 2.69e+03	4.747	 7.57e+04	 1.01e+08	 5.54e+02	 -7.48	 4164	Yields
 6.00	 0.0001	  62	1.002	 1.60e-03	   7.4	 1.32e-03	 9.16e-01	 8.270323e-01	 3.66e+08	 9.98e+07	 1.03e+08	 2.70e+03	4.700	 7.55e+04	 1.04e+08	 5.54e+02	 -7.47	 4163	Yields
 6.00	 0.0001	  63	1.003	 1.59e-03	   3.0	 1.32e-03	 9.12e-01	 8.286614e-01	 2.86e+08	 9.97e+07	 1.03e+08	 2.71e+03	4.653	 7.53e+04	 1.05e+08	 5.54e+02	 -7.47	 4160	Yields
 6.00	 0.0001	  64	1.003	 1.60e-03	   7.8	 1.33e-03	 9.17e-01	 8.291939e-01	 3.67e+08	 9.95e+07	 1.03e+08	 2.71e+03	4.604	 7.51e+04	 1.10e+08	 5.54e+02	 -7.47	 4157	Yields
 6.00	 0.0001	  65	1.003	 1.59e-03	   7.2	 1.32e-03	 9.10e-01	 8.279007e-01	 3.65e+08	 9.94e+07	 1.03e+08	 2.71e+03	4.554	 7.48e+04	 1.09e+08	 5.54e+02	 -7.46	 4154	Yields
 6.00	 0.0001	  66	1.003	 1.60e-03	   7.1	 1.33e-03	 9.17e-01	 8.288738e-01	 3.68e+08	 9.92e+07	 1.02e+08	 2.69e+03	4.504	 7.45e+04	 1.12e+08	 5.53e+02	 -7.46	 4152	Yields
 6.00	 0.0001	  67	1.003	 1.59e-03	   7.2	 1.32e-03	 9.13e-01	 8.287553e-01	 3.65e+08	 9.90e+07	 1.02e+08	 2.69e+03	4.453	 7.42e+04	 1.10e+08	 5.54e+02	 -7.46	 4148	Yields
 6.00	 0.0001	  68	1.003	 1.59e-03	   7.2	 1.32e-03	 9.15e-01	 8.285307e-01	 3.67e+08	 9.89e+07	 1.02e+08	 2.67e+03	4.401	 7.38e+04	 1.09e+08	 5.53e+02	 -7.45	 4147	Yields
 6.00	 0.0001	  69	1.003	 1.59e-03	   7.1	 1.35e-03	 9.39e-01	 8.494817e-01	 3.67e+08	 9.87e+07	 1.02e+08	 2.66e+03	4.348	 7.34e+04	 1.10e+08	 5.52e+02	 -7.45	 4144	Yields
 6.00	 0.0001	  70	1.003	 1.58e-03	   7.0	 1.28e-03	 8.66e-01	 8.096495e-01	 3.63e+08	 9.86e+07	 1.02e+08	 2.73e+03	4.293	 7.33e+04	 1.13e+08	 5.53e+02	 -7.44	 4143	Yields
 6.00	 0.0001	  71	1.004	 1.58e-03	   7.9	 1.35e-03	 9.09e-01	 8.520362e-01	 3.64e+08	 9.84e+07	 1.02e+08	 2.73e+03	4.237	 7.28e+04	 1.14e+08	 5.52e+02	 -7.43	 4140	Yields
 6.00	 0.0001	  72	1.004	 1.58e-03	   7.9	 1.25e-03	 8.49e-01	 7.949474e-01	 3.64e+08	 9.82e+07	 1.02e+08	 2.72e+03	4.181	 7.23e+04	 1.13e+08	 5.51e+02	 -7.43	 4136	Yields
 6.00	 0.0001	  73	1.004	 1.56e-03	   7.7	 1.23e-03	 8.75e-01	 7.915773e-01	 3.65e+08	 9.80e+07	 1.01e+08	 2.59e+03	4.126	 7.17e+04	 1.03e+08	 5.50e+02	 -7.42	 4132	Yields
 6.00	 0.0001	  74	1.004	 1.55e-03	   7.6	 1.31e-03	 9.14e-01	 8.440367e-01	 3.64e+08	 9.78e+07	 1.01e+08	 2.62e+03	4.069	 7.14e+04	 1.01e+08	 5.49e+02	 -7.41	 4132	Yields
 6.00	 0.0001	  75	1.004	 1.54e-03	   7.8	 1.22e-03	 8.54e-01	 7.952163e-01	 3.62e+08	 9.76e+07	 1.01e+08	 2.62e+03	4.012	 7.09e+04	 9.93e+07	 5.48e+02	 -7.41	 4129	Yields
 6.00	 0.0001	  76	1.004	 1.53e-03	   7.3	 1.29e-03	 9.10e-01	 8.412142e-01	 3.64e+08	 9.74e+07	 1.01e+08	 2.59e+03	3.954	 7.03e+04	 9.65e+07	 5.47e+02	 -7.40	 4125	Yields
 6.00	 0.0001	  77	1.004	 1.53e-03	   7.1	 1.12e-03	 7.90e-01	 7.330739e-01	 3.64e+08	 9.73e+07	 1.01e+08	 2.60e+03	3.895	 6.99e+04	 1.00e+08	 5.47e+02	 -7.39	 4123	Yields
 6.00	 0.0001	  78	1.004	 1.54e-03	   6.8	 1.24e-03	 8.61e-01	 8.034843e-01	 3.62e+08	 9.70e+07	 1.01e+08	 2.62e+03	3.835	 6.93e+04	 1.03e+08	 5.45e+02	 -7.38	 4120	Yields
 6.00	 0.0001	  79	1.005	 1.56e-03	   7.2	 1.32e-03	 9.14e-01	 8.498202e-01	 3.64e+08	 9.69e+07	 1.00e+08	 2.64e+03	3.773	 6.88e+04	 1.12e+08	 5.44e+02	 -7.37	 4119	Yields
 6.00	 0.0001	  80	1.005	 1.57e-03	   8.1	 1.29e-03	 8.83e-01	 8.253618e-01	 3.64e+08	 9.67e+07	 1.00e+08	 2.66e+03	3.710	 6.82e+04	 1.16e+08	 5.43e+02	 -7.36	 4115	Yields
 6.00	 0.0001	  81	1.005	 1.58e-03	   7.6	 1.35e-03	 9.12e-01	 8.561086e-01	 3.64e+08	 9.65e+07	 1.00e+08	 2.69e+03	3.645	 6.76e+04	 1.24e+08	 5.42e+02	 -7.35	 4112	Yields
 6.00	 0.0001	  82	1.005	 1.59e-03	   7.6	 1.36e-03	 9.13e-01	 8.558147e-01	 3.65e+08	 9.62e+07	 1.00e+08	 2.70e+03	3.579	 6.69e+04	 1.29e+08	 5.40e+02	 -7.34	 4108	Yields
 6.00	 0.0001	  83	1.005	 1.60e-03	   8.0	 1.36e-03	 9.05e-01	 8.507941e-01	 3.66e+08	 9.60e+07	 9.98e+07	 2.72e+03	3.511	 6.62e+04	 1.34e+08	 5.39e+02	 -7.33	 4106	Yields
 6.00	 0.0001	  84	1.005	 1.60e-03	   7.8	 1.37e-03	 9.16e-01	 8.600150e-01	 3.64e+08	 9.57e+07	 9.96e+07	 2.71e+03	3.442	 6.55e+04	 1.33e+08	 5.37e+02	 -7.32	 4103	Yields
 6.00	 0.0001	  85	1.005	 1.59e-03	   7.3	 1.32e-03	 8.78e-01	 8.295011e-01	 3.63e+08	 9.54e+07	 9.94e+07	 2.70e+03	3.373	 6.47e+04	 1.32e+08	 5.34e+02	 -7.31	 4101	Yields
 6.00	 0.0001	  86	1.005	 1.58e-03	   7.4	 1.35e-03	 9.09e-01	 8.511569e-01	 3.68e+08	 9.52e+07	 9.92e+07	 2.67e+03	3.303	 6.39e+04	 1.29e+08	 5.33e+02	 -7.29	 4097	Yields
 6.00	 0.0001	  87	1.006	 1.56e-03	   8.0	 1.33e-03	 9.09e-01	 8.552088e-01	 3.64e+08	 9.49e+07	 9.90e+07	 2.64e+03	3.233	 6.31e+04	 1.20e+08	 5.31e+02	 -7.28	 4095	Yields
 6.00	 0.0001	  88	1.006	 1.54e-03	   8.0	 1.29e-03	 8.91e-01	 8.370960e-01	 3.65e+08	 9.45e+07	 9.88e+07	 2.60e+03	3.163	 6.22e+04	 1.14e+08	 5.28e+02	 -7.26	 4092	Yields
 6.00	 0.0001	  89	1.006	 1.52e-03	   7.9	 1.26e-03	 8.92e-01	 8.294445e-01	 3.64e+08	 9.42e+07	 9.85e+07	 2.53e+03	3.094	 6.13e+04	 1.03e+08	 5.25e+02	 -7.25	 4089	Yields
 6.00	 0.0001	  90	1.006	 1.48e-03	   8.0	 1.22e-03	 8.90e-01	 8.238034e-01	 3.63e+08	 9.38e+07	 9.83e+07	 2.47e+03	3.026	 6.03e+04	 9.13e+07	 5.21e+02	 -7.23	 4086	Yields
 6.00	 0.0001	  91	1.006	 1.47e-03	   7.8	 1.20e-03	 8.85e-01	 8.148898e-01	 3.64e+08	 9.35e+07	 9.80e+07	 2.43e+03	2.958	 5.95e+04	 8.74e+07	 5.19e+02	 -7.21	 4084	Yields
 6.00	 0.0001	  92	1.006	 1.47e-03	   7.2	 1.20e-03	 8.81e-01	 8.108873e-01	 3.62e+08	 9.31e+07	 9.78e+07	 2.43e+03	2.889	 5.86e+04	 8.91e+07	 5.16e+02	 -7.20	 4081	Yields
 6.00	 0.0001	  93	1.006	 1.50e-03	   8.1	 1.22e-03	 8.86e-01	 8.140457e-01	 3.66e+08	 9.27e+07	 9.76e+07	 2.47e+03	2.819	 5.76e+04	 1.00e+08	 5.13e+02	 -7.18	 4080	Yields
 6.00	 0.0001	  94	1.006	 1.54e-03	   8.2	 1.28e-03	 9.03e-01	 8.338366e-01	 3.65e+08	 9.24e+07	 9.74e+07	 2.54e+03	2.745	 5.67e+04	 1.15e+08	 5.10e+02	 -7.16	 4077	Yields
 6.00	 0.0001	  95	1.007	 1.59e-03	   7.7	 1.34e-03	 8.93e-01	 8.407901e-01	 3.66e+08	 9.20e+07	 9.72e+07	 2.67e+03	2.667	 5.57e+04	 1.43e+08	 5.07e+02	 -7.14	 4077	Yields
 6.00	 0.0001	  96	1.007	 1.64e-03	   7.9	 1.47e-03	 9.45e-01	 8.960087e-01	 3.68e+08	 9.14e+07	 9.69e+07	 2.76e+03	2.584	 5.47e+04	 1.71e+08	 5.03e+02	 -7.12	 4074	Yields
 6.00	 0.0001	  97	1.007	 1.68e-03	   8.4	 1.49e-03	 8.97e-01	 8.849897e-01	 3.69e+08	 9.09e+07	 9.66e+07	 2.92e+03	2.496	 5.36e+04	 2.00e+08	 5.00e+02	 -7.10	 4072	Yields
 6.00	 0.0001	  98	1.007	 1.72e-03	   8.4	 1.52e-03	 9.02e-01	 8.852731e-01	 3.71e+08	 9.02e+07	 9.63e+07	 2.98e+03	2.404	 5.23e+04	 2.25e+08	 4.94e+02	 -7.08	 4072	Yields
 6.00	 0.0001	  99	1.007	 1.75e-03	   8.7	 1.58e-03	 9.29e-01	 9.033358e-01	 3.73e+08	 8.94e+07	 9.59e+07	 2.99e+03	2.311	 5.08e+04	 2.42e+08	 4.89e+02	 -7.04	 4069	Yields
 6.00	 0.0001	 100	1.007	 1.76e-03	   8.9	 1.54e-03	 8.90e-01	 8.799240e-01	 3.73e+08	 8.84e+07	 9.55e+07	 3.05e+03	2.215	 4.93e+04	 2.51e+08	 4.82e+02	 -7.01	 4069	Yields
 6.00	 0.0001	 101	1.008	 1.77e-03	   9.3	 1.53e-03	 8.83e-01	 8.609058e-01	 3.75e+08	 8.73e+07	 9.50e+07	 3.05e+03	2.119	 4.76e+04	 2.75e+08	 4.75e+02	 -6.97	 4068	Yields
 6.00	 0.0001	 102	1.008	 1.75e-03	   9.7	 1.53e-03	 9.26e-01	 8.786948e-01	 3.73e+08	 8.59e+07	 9.45e+07	 2.93e+03	2.025	 4.59e+04	 2.48e+08	 4.66e+02	 -6.93	 4069	Yields
